Date Created,Entity Type,Action Type,Entity,Target,Age (days),Uptime (%),Namespace,Region/Data Center,from,to,Resource,Risk Type,Risk Description,Est Savings(+)/Investments(-) ($/mo),ACTION STATE,Linked VM,Volume ID,Prerequisite 1,Prerequisite 2,Prerequisite 3,Prerequisite 4
27/09/2022 09:41,VirtualMachine,Resize,C1ND0035LSADM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ND0035LSADM01,,READY,,,,,,
27/09/2022 07:21,VirtualMachine,Resize,C1ND0160LDTBA01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,92274688,98566144,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ND0160LDTBA01,,READY,,,,,,
27/09/2022 04:31,VirtualMachine,Resize,C1NP0407WPISS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5,6,VCPU,Performance Assurance,VCPU Congestion in Virtual Machine C1NP0407WPISS01,,READY,,,,,,
27/09/2022 02:11,VirtualMachine,Resize,C1NM0347WMSQL08,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,268435456,286261248,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0347WMSQL08,,READY,,,,,,
27/09/2022 01:01,VirtualMachine,Resize,C1RR0003ISE01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1RR0003ISE01,,READY,,,,,,
26/09/2022 23:11,VirtualMachine,Resize,C1NM0241L1DBS06,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0241L1DBS06,,READY,,,,,,
26/09/2022 17:21,VirtualMachine,Resize,C1DP5151S1OCC1L,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,25165824,26214400,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1DP5151S1OCC1L,,READY,,,,,,
26/09/2022 15:51,VirtualMachine,Resize,C1NP0427LSHDP12,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,134217728,139460608,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0427LSHDP12,,READY,,,,,,
25/09/2022 18:21,VirtualMachine,Resize,C1NM0298W1ISS03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,10,11,VCPU,Performance Assurance,VCPU Congestion in Virtual Machine C1NM0298W1ISS03,,READY,,,,,,
25/09/2022 08:51,VirtualMachine,Move,C1ND0009WSSQL05,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped4pr1vih9d.ukcloud-atos.net,catped4pr1vih9c.ukcloud-atos.net,PhysicalMachine,Performance Assurance,Mem Congestion,,READY,,,,,,
25/09/2022 08:51,VirtualMachine,Move,C1ND0012WSSQL02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih9c.ukcloud-atos.net,catped3pr1vih9d.ukcloud-atos.net,PhysicalMachine,Performance Assurance,Mem Congestion,,READY,,,,,,
25/09/2022 08:31,VirtualMachine,Move,C1DP5141S1SQL1W,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped4pr1vih9d.ukcloud-atos.net,catped4pr1vih9c.ukcloud-atos.net,PhysicalMachine,Performance Assurance,Mem Congestion,,READY,,,,,,
25/09/2022 07:21,VirtualMachine,Move,C1ND0250LDCDB10,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih49.ukcloud-atos.net,catped3pr1vih40.ukcloud-atos.net,PhysicalMachine,Performance Assurance,Mem Congestion,,READY,,,,,,
25/09/2022 01:11,VirtualMachine,Resize,C1ND0037LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ND0037LSJBS01,,READY,,,,,,
25/09/2022 01:11,VirtualMachine,Resize,C1NP0112LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0112LSJBS01,,READY,,,,,,
24/09/2022 19:01,VirtualMachine,Resize,C1UK0010RDS04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5,6,VCPU,Performance Assurance,VCPU Congestion in Virtual Machine C1UK0010RDS04,,READY,,,,,,
24/09/2022 10:31,VirtualMachine,Move,C1ND0010WSSQL04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih9e.ukcloud-atos.net,catped3pr1vih9d.ukcloud-atos.net,PhysicalMachine,Performance Assurance,Mem Congestion,,READY,,,,,,
23/09/2022 01:11,VirtualMachine,Resize,C1ND0036LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ND0036LSJBS01,,READY,,,,,,
22/09/2022 14:41,VirtualMachine,Resize,C1NP0027WSSQL05,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,71303168,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0027WSSQL05,,READY,,,,,,
21/09/2022 18:41,VirtualMachine,Resize,C1NP0421ACPXY06,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,25165824,28311552,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0421ACPXY06,,READY,,,,,,
21/09/2022 06:21,VirtualMachine,Resize,C1NP0313ACFPE04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,25165824,27262976,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0313ACFPE04,,READY,,,,,,
21/09/2022 02:31,VirtualMachine,Resize,C1SB0013EX02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,35651584,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1SB0013EX02,,READY,,,,,,
21/09/2022 01:11,VirtualMachine,Resize,C1SB0011SQL02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1SB0011SQL02,,READY,,,,,,
20/09/2022 23:31,VirtualMachine,Resize,C1NP0103LSADM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0103LSADM01,,READY,,,,,,
20/09/2022 03:21,VirtualMachine,Resize,C1UY0015SHWSU02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1UY0015SHWSU02,,READY,,,,,,
19/09/2022 16:41,VirtualMachine,Resize,C1NM0103WSSQL07,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0103WSSQL07,,READY,,,,,,
19/09/2022 14:21,VirtualMachine,Resize,C1NM0024WSSQL04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,70254592,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0024WSSQL04,,READY,,,,,,
18/09/2022 20:41,VirtualMachine,Resize,C1ST0016CPC,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ST0016CPC,,READY,,,,,,
18/09/2022 07:01,VirtualMachine,Resize,C1ND0160LDTBA01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,3,4,VCPU,Performance Assurance,VCPU Congestion in Virtual Machine C1ND0160LDTBA01,,READY,,,,,,
18/09/2022 06:41,VirtualMachine,Resize,C1NP0110LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0110LSJBS01,,READY,,,,,,
18/09/2022 05:21,VirtualMachine,Resize,C1NM0090LSADM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0090LSADM01,,READY,,,,,,
17/09/2022 20:31,VirtualMachine,Resize,C1NM0168LSTLD01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,70254592,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0168LSTLD01,,READY,,,,,,
17/09/2022 07:41,VirtualMachine,Resize,C1NM0089LSADM02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0089LSADM02,,READY,,,,,,
17/09/2022 01:11,VirtualMachine,Resize,C1NP0342LPTFA01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,20971520,23068672,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0342LPTFA01,,READY,,,,,,
16/09/2022 18:41,VirtualMachine,Resize,C1DP5081S0COG1W,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1DP5081S0COG1W,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,C1NP0314ACFPE03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,25165824,28311552,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0314ACFPE03,,READY,,,,,,
12/09/2022 18:51,VirtualMachine,Resize,C1ND0057LSTBL01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,35651584,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ND0057LSTBL01,,READY,,,,,,
12/09/2022 01:11,VirtualMachine,Resize,C1NM0364LMSAD08,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0364LMSAD08,,READY,,,,,,
11/09/2022 13:11,VirtualMachine,Resize,C1NP0350LSHDP02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16,17,VCPU,Performance Assurance,VCPU Congestion in Virtual Machine C1NP0350LSHDP02,,READY,,,,,,
11/09/2022 08:51,VirtualMachine,Resize,C1NP0355LSHDP05,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16,17,VCPU,Performance Assurance,VCPU Congestion in Virtual Machine C1NP0355LSHDP05,,READY,,,,,,
11/09/2022 07:51,VirtualMachine,Resize,C1NM0288LSNFI01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,70254592,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0288LSNFI01,,READY,,,,,,
10/09/2022 16:11,VirtualMachine,Resize,C1NM0436WSMID02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5242880,6291456,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0436WSMID02,,READY,,,,,,
09/09/2022 15:21,VirtualMachine,Resize,C1NP0273WSILM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0273WSILM01,,READY,,,,,,
09/09/2022 05:01,VirtualMachine,Resize,C1ND0179LDTBA02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,20971520,24117248,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ND0179LDTBA02,,READY,,,,,,
08/09/2022 17:51,VirtualMachine,Resize,C1NP0357LSHDP03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16,17,VCPU,Performance Assurance,VCPU Congestion in Virtual Machine C1NP0357LSHDP03,,READY,,,,,,
08/09/2022 01:01,VirtualMachine,Resize,C1NM0256WSILM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0256WSILM01,,READY,,,,,,
07/09/2022 13:51,VirtualMachine,Resize,C1DP5028S0SCM1W,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,2,3,VCPU,Performance Assurance,VCPU Congestion in Virtual Machine C1DP5028S0SCM1W,,READY,,,,,,
02/09/2022 10:11,VirtualMachine,Resize,C1NM0277LSTLD01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,73400320,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0277LSTLD01,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1NM0360ACPXY03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0360ACPXY03,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1ND0042WSSQL07,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ND0042WSSQL07,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1NP0108LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,35651584,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0108LSJBS01,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1NP0085WSWFO12,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,74448896,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0085WSWFO12,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1DP5043S1RSA3A,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1DP5043S1RSA3A,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,GBNTHDA3221SRV.NS901.NET,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,VMem Congestion in Virtual Machine GBNTHDA3221SRV.NS901.NET,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1DP5183S1PXY3A,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1DP5183S1PXY3A,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1NP0445WSMID03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5242880,6291456,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NP0445WSMID03,,READY,,,,,,
30/08/2022 14:31,VirtualMachine,Resize,C1NM0085LSJBS04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1NM0085LSJBS04,,READY,,,,,,
30/08/2022 13:11,VirtualMachine,Resize,C1SB0010SQL01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1SB0010SQL01,,READY,,,,,,
30/08/2022 12:11,VirtualMachine,Resize,C1ND0195LDSAD05,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ND0195LDSAD05,,READY,,,,,,
30/08/2022 12:11,VirtualMachine,Resize,C1ND0076LDAMX02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,VMem Congestion in Virtual Machine C1ND0076LDAMX02,,READY,,,,,,
26/08/2022 09:31,VirtualMachine,Move,C1NM0122DC100,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih23.ukcloud-atos.net,catped3pr1vih22.ukcloud-atos.net,PhysicalMachine,Performance Assurance,Q1 VCPU Congestion,,READY,,,,,,
