Date Created,Entity Type,Action Type,Entity,Target,Age (days),Uptime (%),Namespace,Region/Data Center,from,to,Resource,Risk Type,Est Savings(+)/Investments(-) ($/mo),ACTION STATE,Linked VM,Volume ID,Prerequisite 1,Prerequisite 2,Prerequisite 3,Prerequisite 4
27/09/2022 15:11,VirtualMachine,Move,C1ND0180LDTFC02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih50.ukcloud-atos.net,catped3pr1vih40.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
27/09/2022 15:11,VirtualMachine,Move,C1NP0092WSWFO05,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih89.ukcloud-atos.net,catped4pr1vih95.ukcloud-atos.net,PhysicalMachine,Compliance,,READY,,,,,,
27/09/2022 15:11,VirtualMachine,Move,C1NP0081WSWFO02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih91.ukcloud-atos.net,catped4pr1vih93.ukcloud-atos.net,PhysicalMachine,Compliance,,READY,,,,,,
27/09/2022 15:11,VirtualMachine,Move,C1NP0067APMDM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih86.ukcloud-atos.net,catped4pr1vih93.ukcloud-atos.net,PhysicalMachine,Compliance,,READY,,,,,,
27/09/2022 15:11,VirtualMachine,Move,C1NP0066APMDM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih89.ukcloud-atos.net,catped4pr1vih91.ukcloud-atos.net,PhysicalMachine,Compliance,,READY,,,,,,
27/09/2022 15:11,VirtualMachine,Move,C1NM0154LSEPM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih85.ukcloud-atos.net,catped4pr1vih91.ukcloud-atos.net,PhysicalMachine,Compliance,,READY,,,,,,
27/09/2022 15:11,VirtualMachine,Move,C1NP0159WSORD02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih90.ukcloud-atos.net,catped4pr1vih90.ukcloud-atos.net,PhysicalMachine,Compliance,,READY,,,,,,
27/09/2022 15:11,VirtualMachine,Move,C1NP0144WLAMX01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih92.ukcloud-atos.net,catped4pr1vih90.ukcloud-atos.net,PhysicalMachine,Compliance,,READY,,,,,,
27/09/2022 14:51,VirtualMachine,Move,C1TE0192PTS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih47.ukcloud-atos.net,catped3pr1vih39.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
27/09/2022 14:51,VirtualMachine,Resize,C1UK0012RDS02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5,6,VCPU,Performance Assurance,,READY,,,,,,
27/09/2022 14:31,VirtualMachine,Move,C1NP0156WSSQL07,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped4pr1vih82.ukcloud-atos.net,catped4pr1vih93.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
27/09/2022 14:21,VirtualMachine,Move,GBNTHDA3221SRV.NS901.NET,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped4pr1vih40.ukcloud-atos.net,catped4pr1vih39.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
27/09/2022 13:51,VirtualMachine,Move,C1ND0204LDELK02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih47.ukcloud-atos.net,catped3pr1vih43.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
27/09/2022 13:51,VirtualMachine,Move,C1ND0177LDTFO02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih49.ukcloud-atos.net,catped3pr1vih40.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
27/09/2022 13:41,VirtualMachine,Move,C1ND0109WDAPP06,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih47.ukcloud-atos.net,catped3pr1vih40.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
27/09/2022 13:31,VirtualMachine,Move,C1US0025AUT01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped4pr1vih75.ukcloud-atos.net,catped4pr1vih77.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
27/09/2022 13:21,VirtualMachine,Move,C1ND0159LDCDB01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih49.ukcloud-atos.net,catped3pr1vih40.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
27/09/2022 12:11,VirtualMachine,Resize,C1DP8081P0COG1W,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,70254592,VMem,Performance Assurance,,READY,,,,,,
27/09/2022 09:41,VirtualMachine,Resize,C1ND0035LSADM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,,READY,,,,,,
27/09/2022 07:21,VirtualMachine,Resize,C1ND0160LDTBA01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,92274688,98566144,VMem,Performance Assurance,,READY,,,,,,
27/09/2022 04:31,VirtualMachine,Resize,C1NP0407WPISS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5,6,VCPU,Performance Assurance,,READY,,,,,,
27/09/2022 02:11,VirtualMachine,Resize,C1NM0347WMSQL08,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,268435456,286261248,VMem,Performance Assurance,,READY,,,,,,
27/09/2022 01:01,VirtualMachine,Resize,C1RR0003ISE01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,,READY,,,,,,
26/09/2022 23:11,VirtualMachine,Resize,C1NM0241L1DBS06,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,,READY,,,,,,
26/09/2022 17:21,VirtualMachine,Resize,C1DP5151S1OCC1L,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,25165824,26214400,VMem,Performance Assurance,,READY,,,,,,
26/09/2022 15:51,VirtualMachine,Resize,C1NP0427LSHDP12,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,134217728,139460608,VMem,Performance Assurance,,READY,,,,,,
25/09/2022 18:21,VirtualMachine,Resize,C1NM0298W1ISS03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,10,11,VCPU,Performance Assurance,,READY,,,,,,
25/09/2022 08:51,VirtualMachine,Move,C1ND0009WSSQL05,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped4pr1vih9d.ukcloud-atos.net,catped4pr1vih9c.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
25/09/2022 08:51,VirtualMachine,Move,C1ND0012WSSQL02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih9c.ukcloud-atos.net,catped3pr1vih9d.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
25/09/2022 08:31,VirtualMachine,Move,C1DP5141S1SQL1W,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped4pr1vih9d.ukcloud-atos.net,catped4pr1vih9c.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
25/09/2022 07:21,VirtualMachine,Move,C1ND0250LDCDB10,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih49.ukcloud-atos.net,catped3pr1vih40.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
25/09/2022 01:11,VirtualMachine,Resize,C1ND0037LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,,READY,,,,,,
25/09/2022 01:11,VirtualMachine,Resize,C1NP0112LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,,READY,,,,,,
24/09/2022 19:01,VirtualMachine,Resize,C1UK0010RDS04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5,6,VCPU,Performance Assurance,,READY,,,,,,
24/09/2022 10:31,VirtualMachine,Move,C1ND0010WSSQL04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih9e.ukcloud-atos.net,catped3pr1vih9d.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
23/09/2022 01:11,VirtualMachine,Resize,C1ND0036LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,,READY,,,,,,
22/09/2022 14:41,VirtualMachine,Resize,C1NP0027WSSQL05,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,71303168,VMem,Performance Assurance,,READY,,,,,,
21/09/2022 18:41,VirtualMachine,Resize,C1NP0421ACPXY06,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,25165824,28311552,VMem,Performance Assurance,,READY,,,,,,
21/09/2022 06:21,VirtualMachine,Resize,C1NP0313ACFPE04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,25165824,27262976,VMem,Performance Assurance,,READY,,,,,,
21/09/2022 02:31,VirtualMachine,Resize,C1SB0013EX02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,35651584,VMem,Performance Assurance,,READY,,,,,,
21/09/2022 01:11,VirtualMachine,Resize,C1SB0011SQL02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,,READY,,,,,,
20/09/2022 23:31,VirtualMachine,Resize,C1NP0103LSADM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,,READY,,,,,,
20/09/2022 03:21,VirtualMachine,Resize,C1UY0015SHWSU02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,,READY,,,,,,
19/09/2022 16:41,VirtualMachine,Resize,C1NM0103WSSQL07,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,,READY,,,,,,
19/09/2022 14:21,VirtualMachine,Resize,C1NM0024WSSQL04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,70254592,VMem,Performance Assurance,,READY,,,,,,
18/09/2022 20:41,VirtualMachine,Resize,C1ST0016CPC,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,,READY,,,,,,
18/09/2022 07:01,VirtualMachine,Resize,C1ND0160LDTBA01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,3,4,VCPU,Performance Assurance,,READY,,,,,,
18/09/2022 06:41,VirtualMachine,Resize,C1NP0110LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,,READY,,,,,,
18/09/2022 05:21,VirtualMachine,Resize,C1NM0090LSADM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,,READY,,,,,,
17/09/2022 20:31,VirtualMachine,Resize,C1NM0168LSTLD01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,70254592,VMem,Performance Assurance,,READY,,,,,,
17/09/2022 07:41,VirtualMachine,Resize,C1NM0089LSADM02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,,READY,,,,,,
17/09/2022 01:11,VirtualMachine,Resize,C1NP0342LPTFA01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,20971520,23068672,VMem,Performance Assurance,,READY,,,,,,
16/09/2022 18:41,VirtualMachine,Resize,C1DP5081S0COG1W,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,,READY,,,,,,
16/09/2022 01:11,VirtualMachine,Resize,C1NP0314ACFPE03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,25165824,28311552,VMem,Performance Assurance,,READY,,,,,,
12/09/2022 18:51,VirtualMachine,Resize,C1ND0057LSTBL01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,35651584,VMem,Performance Assurance,,READY,,,,,,
12/09/2022 01:11,VirtualMachine,Resize,C1NM0364LMSAD08,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,,READY,,,,,,
11/09/2022 13:11,VirtualMachine,Resize,C1NP0350LSHDP02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16,17,VCPU,Performance Assurance,,READY,,,,,,
11/09/2022 08:51,VirtualMachine,Resize,C1NP0355LSHDP05,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16,17,VCPU,Performance Assurance,,READY,,,,,,
11/09/2022 07:51,VirtualMachine,Resize,C1NM0288LSNFI01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,70254592,VMem,Performance Assurance,,READY,,,,,,
10/09/2022 16:11,VirtualMachine,Resize,C1NM0436WSMID02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5242880,6291456,VMem,Performance Assurance,,READY,,,,,,
09/09/2022 15:21,VirtualMachine,Resize,C1NP0273WSILM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,,READY,,,,,,
09/09/2022 05:01,VirtualMachine,Resize,C1ND0179LDTBA02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,20971520,24117248,VMem,Performance Assurance,,READY,,,,,,
08/09/2022 17:51,VirtualMachine,Resize,C1NP0357LSHDP03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16,17,VCPU,Performance Assurance,,READY,,,,,,
08/09/2022 01:01,VirtualMachine,Resize,C1NM0256WSILM01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,,READY,,,,,,
07/09/2022 13:51,VirtualMachine,Resize,C1DP5028S0SCM1W,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,2,3,VCPU,Performance Assurance,,READY,,,,,,
02/09/2022 10:11,VirtualMachine,Resize,C1NM0277LSTLD01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,73400320,VMem,Performance Assurance,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1NM0360ACPXY03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1ND0042WSSQL07,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1NP0108LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,35651584,VMem,Performance Assurance,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1NP0085WSWFO12,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,67108864,74448896,VMem,Performance Assurance,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1DP5043S1RSA3A,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,GBNTHDA3221SRV.NS901.NET,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1DP5183S1PXY3A,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,,READY,,,,,,
31/08/2022 12:31,VirtualMachine,Resize,C1NP0445WSMID03,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5242880,6291456,VMem,Performance Assurance,,READY,,,,,,
30/08/2022 14:31,VirtualMachine,Resize,C1NM0085LSJBS04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,,READY,,,,,,
30/08/2022 13:11,VirtualMachine,Resize,C1SB0010SQL01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,,READY,,,,,,
30/08/2022 12:11,VirtualMachine,Resize,C1ND0195LDSAD05,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,,READY,,,,,,
30/08/2022 12:11,VirtualMachine,Resize,C1ND0076LDAMX02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,,READY,,,,,,
26/08/2022 09:31,VirtualMachine,Move,C1NM0122DC100,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,catped3pr1vih23.ukcloud-atos.net,catped3pr1vih22.ukcloud-atos.net,PhysicalMachine,Performance Assurance,,READY,,,,,,
23/08/2022 14:01,VirtualMachine,Resize,C1NP0306ACPXY04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,25165824,28311552,VMem,Performance Assurance,,READY,,,,,,
17/08/2022 03:31,VirtualMachine,Resize,C1ND0039LSJBS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,,READY,,,,,,
15/08/2022 06:01,VirtualMachine,Resize,C1NM0306LMTFC30,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,20971520,24117248,VMem,Performance Assurance,,READY,,,,,,
14/08/2022 07:21,VirtualMachine,Resize,C1NM0429WSGCE07,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8,9,VCPU,Performance Assurance,,READY,,,,,,
10/08/2022 13:11,VirtualMachine,Resize,C1DP5184S2PXY4A,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,,READY,,,,,,
07/08/2022 13:11,VirtualMachine,Resize,C1NM0307LMTFO30,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,20971520,24117248,VMem,Performance Assurance,,READY,,,,,,
07/08/2022 01:01,VirtualMachine,Resize,C1NM0308LMTBA30,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,46137344,51380224,VMem,Performance Assurance,,READY,,,,,,
31/07/2022 15:51,VirtualMachine,Resize,C1NP0446WSMID02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,5242880,6291456,VMem,Performance Assurance,,READY,,,,,,
29/07/2022 17:01,VirtualMachine,Resize,C1NM0248LMTBA01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,18874368,VMem,Performance Assurance,,READY,,,,,,
27/07/2022 08:01,VirtualMachine,Resize,C1ND0135LDBAS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16777216,17825792,VMem,Performance Assurance,,READY,,,,,,
26/07/2022 18:41,VirtualMachine,Resize,C1NP0256LPDBS06,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,,READY,,,,,,
23/07/2022 19:41,VirtualMachine,Resize,C1NP0354LSHDP06,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16,17,VCPU,Performance Assurance,,READY,,,,,,
21/07/2022 20:11,VirtualMachine,Resize,C1DP8240P0ADC1W,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,,READY,,,,,,
21/07/2022 20:11,VirtualMachine,Resize,C1NM0084LSJBS06,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,36700160,VMem,Performance Assurance,,READY,,,,,,
21/07/2022 19:31,VirtualMachine,Resize,C1NP0373WPSQL08,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,268435456,285212672,VMem,Performance Assurance,,READY,,,,,,
21/07/2022 19:31,VirtualMachine,Resize,C1DP8028P0SCM1W,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,,READY,,,,,,
21/07/2022 16:01,VirtualMachine,Resize,C1CD0020PSJON01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,,READY,,,,,,
21/07/2022 00:51,VirtualMachine,Resize,C1NM0309LMTBE30,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,14680064,15728640,VMem,Performance Assurance,,READY,,,,,,
20/07/2022 17:51,VirtualMachine,Resize,GBNTHDA3554SRV.NS201.NET,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,4194304,5242880,VMem,Performance Assurance,,READY,,,,,,
20/07/2022 17:51,VirtualMachine,Resize,C1CD0008PSSMS01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,6291456,7340032,VMem,Performance Assurance,,READY,,,,,,
20/07/2022 17:51,VirtualMachine,Resize,GBNTHDA3222SRV.NS201.NET,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,8388608,9437184,VMem,Performance Assurance,,READY,,,,,,
20/07/2022 03:01,VirtualMachine,Resize,C1ND0058LSTLD01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,33554432,37748736,VMem,Performance Assurance,,READY,,,,,,
19/07/2022 09:21,VirtualMachine,Resize,C1NP0356LSHDP04,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16,17,VCPU,Performance Assurance,,READY,,,,,,
19/07/2022 06:01,VirtualMachine,Resize,C1NP0353LSHDP07,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,16,17,VCPU,Performance Assurance,,READY,,,,,,
17/07/2022 11:11,VirtualMachine,Resize,C1ST0006SQL02,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,50331648,54525952,VMem,Performance Assurance,,READY,,,,,,
17/07/2022 02:21,VirtualMachine,Resize,C1NM0441LMAXW31,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,50331648,52428800,VMem,Performance Assurance,,READY,,,,,,
16/07/2022 11:41,VirtualMachine,Resize,C1NM0380WMTRI01,catvad0pr1vic01.ukcloud-atos.net,-,-,,VSDC01,20971520,22020096,VMem,Performance Assurance,,READY,,,,,,
